movieId,imdbId,movieTitle,year,mainGenre,lineId,text,wordCount,provisionalLevel,qualityScore,clipAvailable,clipId
3793,120903,X-Men,2000,Action,3793_001,How could he have survived a procedure like that?,9,B1,103,False,
3793,120903,X-Men,2000,Action,3793_002,Weren't you supposed to bring someone back with you?,9,B1,103,False,
3793,120903,X-Men,2000,Action,3793_003,Why don't you just use it to find Magneto?,9,A2,103,False,
3798,161081,What Lies Beneath,2000,Drama,3798_001,"My work, which I spent my whole life on?",9,A2,104,False,
3798,161081,What Lies Beneath,2000,Drama,3798_002,"Remember Beau Flynn, head of cardio at the hospital?",9,B1,104,False,
3798,161081,What Lies Beneath,2000,Drama,3798_003,"Will you please ask her to call home, please?",9,B1,104,False,
3821,144528,Nutty Professor II: The Klumps,2000,Comedy,3821_001,"Clesius, have you ever heard the expression, mercy hump ?",9,B1,104,False,
3821,144528,Nutty Professor II: The Klumps,2000,Comedy,3821_002,"Hey, get your ass-- Who the hell are you ?",9,A2,104,False,
3821,144528,Nutty Professor II: The Klumps,2000,Comedy,3821_003,"Oh, Lord, Clesius, what have you done to yourself?",9,B1,104,False,
3824,174480,Autumn in New York,2000,Drama,3824_001,"The more attachment on both sides, leading to what?",9,B1,104,False,
3824,174480,Autumn in New York,2000,Drama,3824_002,"What's more important, is what do you wantfor Christmas?",9,B1,104,False,
3824,174480,Autumn in New York,2000,Drama,3824_003,The heat's gonna be up all the way around?,9,A2,103,False,
3825,200550,Coyote Ugly,2000,Comedy,3825_001,"Here's nine dollars, just to get you started, OK?",9,B1,104,False,
3825,200550,Coyote Ugly,2000,Comedy,3825_002,"Hey, do I come to your office and honk?",9,A2,104,False,
3825,200550,Coyote Ugly,2000,Comedy,3825_003,"Why don't you, like, ever realize the truth, Vince?",9,B1,104,False,
3826,164052,Hollow Man,2000,Horror,3826_001,"I just wanna know, what do we do now?",9,A2,104,False,
3826,164052,Hollow Man,2000,Horror,3826_002,Can you find Matt and get to the lab?,9,A2,103,False,
3826,164052,Hollow Man,2000,Horror,3826_003,Have you ever wanted to turn the clock back?,9,B1,103,False,
3827,186566,Space Cowboys,2000,Action,3827_001,"Ethan, can I access the Skylab files from here?",9,A2,104,False,
3827,186566,Space Cowboys,2000,Action,3827_002,"General, is there something you want to tell us?",9,A2,104,False,
3827,186566,Space Cowboys,2000,Action,3827_003,"Houston, do we have a go for orbit ops?",9,A2,104,False,
3857,163983,Bless the Child,2000,Thriller,3857_001,"Cody, you ready to go shopping with your Mim?",9,B1,104,False,
3857,163983,Bless the Child,2000,Thriller,3857_002,"I'll be there as soon as I can, okay?",9,A2,104,False,
3857,163983,Bless the Child,2000,Thriller,3857_003,Do you promise to get her out of there?,9,A2,103,False,
3861,191397,"Replacements, The",2000,Comedy,3861_001,"Be quiet or they'll hear us, and then what?",9,A2,104,False,
3861,191397,"Replacements, The",2000,Comedy,3861_002,"It's all about money, folks, but isn't it always?",9,B1,104,False,
3861,191397,"Replacements, The",2000,Comedy,3861_003,"Jimmy, how am I gonna coach a deaf man?",9,B1,104,False,
3863,209958,"Cell, The",2000,Drama,3863_001,Can't you load him up with thorazine or doxepin?,9,B1,103,False,
3863,209958,"Cell, The",2000,Drama,3863_002,Did she ever mention anything out of the ordinary?,9,B1,103,False,
3863,209958,"Cell, The",2000,Drama,3863_003,What if your mind is playing tricks on you?,9,A2,103,False,
3879,160009,"Art of War, The",2000,Action,3879_001,"Oh, you think I'm gonna get undressed for you?",9,B1,104,False,
3879,160009,"Art of War, The",2000,Action,3879_002,To explain Chan's murder or apologize for this afternoon?,9,B1,103,False,
3879,160009,"Art of War, The",2000,Action,3879_003,What do you want to do about the girl?,9,A2,103,False,
3882,204946,Bring It On,2000,Comedy,3882_001,"I'm trying to be strong for my squad, okay ?",9,B1,104,False,
3882,204946,Bring It On,2000,Comedy,3882_002,"Well, if it's crap, why do you do it ?",9,A2,104,False,
3882,204946,Bring It On,2000,Comedy,3882_003,Are you trying to tell me you speak fag ?,9,A2,103,False,
3889,144964,Highlander: Endgame (Highlander IV),2000,Action,3889_001,"I thought there was a way out, The Sanctuary?",9,A2,104,False,
3889,144964,Highlander: Endgame (Highlander IV),2000,Action,3889_002,"Oh, God, I'm proud of you, Thank you, Hello?",9,B1,104,False,
3889,144964,Highlander: Endgame (Highlander IV),2000,Action,3889_003,Does everything have to be a wager with you?,9,B1,103,False,
3893,171580,Nurse Betty,2000,Comedy,3893_001,"But that's not what we're gonna do, is it?",9,A2,104,False,
3893,171580,Nurse Betty,2000,Comedy,3893_002,"I think most women would have screamed, don't you?",9,B1,104,False,
3893,171580,Nurse Betty,2000,Comedy,3893_003,"Jesus, I almost puked, did I tell you that?",9,A2,104,False,
3895,204626,"Watcher, The",2000,Crime,3895_001,"Are you gonna give me some money, or what ?",9,A2,104,False,
3895,204626,"Watcher, The",2000,Crime,3895_002,"At least you didn't move to New Jersey, right ?",9,B1,104,False,
3895,204626,"Watcher, The",2000,Crime,3895_003,"Can you take a look at these pictures, please ?",9,B1,104,False,
3896,202677,"Way of the Gun, The",2000,Crime,3896_001,"Can we have a couple cups of coffee, please?",9,A2,104,False,
3896,202677,"Way of the Gun, The",2000,Crime,3896_002,"Their worst nightmare, and you don't even know him?",9,B1,104,False,
3896,202677,"Way of the Gun, The",2000,Crime,3896_003,"You picked her to be the host, didn't you?",9,A2,104,False,
3897,181875,Almost Famous,2000,Drama,3897_001,"Let's take a good look at it, all right?",9,A2,104,False,
3897,181875,Almost Famous,2000,Drama,3897_002,"We didn't hate each other that much, did we?",9,B1,104,False,
3897,181875,Almost Famous,2000,Drama,3897_003,Is it that hard to make us look cool?,9,A2,103,False,
3898,211938,Bait,2000,Action,3898_001,"Clenteen, exactly how many laws are we breaking here?",9,B1,104,False,
3898,211938,Bait,2000,Action,3898_002,"I need you to keep this for me, okay?",9,A2,104,False,
3898,211938,Bait,2000,Action,3898_003,"The man said something about the Bronx Zoo, okay?",9,B1,104,False,
3906,164212,Under Suspicion,2000,Crime,3906_001,"Did you kick the ball around with her, Henry?",9,A2,104,False,
3906,164212,Under Suspicion,2000,Crime,3906_002,"Did you notice any scratches on him, signs ofstruggle?",9,B1,104,False,
3906,164212,Under Suspicion,2000,Crime,3906_003,"Do you haveyour permission to tape this interview, Henry?",9,B2,104,False,
3910,168629,Dancer in the Dark,2000,Drama,3910_001,"But you've put my money in it, haven't you?",9,A2,104,False,
3910,168629,Dancer in the Dark,2000,Drama,3910_002,"He never really made it over here, did he?",9,A2,104,False,
3910,168629,Dancer in the Dark,2000,Drama,3910_003,"It's not against the rules to listen, is it?",9,A2,104,False,
3916,210945,Remember the Titans,2000,Drama,3916_001,"Coach Boone, to what do I owe this surprise ?",9,B1,104,False,
3916,210945,Remember the Titans,2000,Drama,3916_002,"Is that why you need the state troopers, Coach ?",9,B1,104,False,
3916,210945,Remember the Titans,2000,Drama,3916_003,"Look, man, it don't matter to me, you know ?",9,A2,104,False,
3946,208988,Get Carter,2000,Action,3946_001,"I'm losing sleep here, so what do you want?",9,A2,104,False,
3946,208988,Get Carter,2000,Action,3946_002,Did the police ask to look at the tapes?,9,A2,103,False,
3946,208988,Get Carter,2000,Action,3946_003,Let me get this straight now you owe him?,9,B1,103,False,
3948,212338,Meet the Parents,2000,Comedy,3948_001,"Hey, why don't I get you a chair, Greg?",9,A2,104,False,
3948,212338,Meet the Parents,2000,Comedy,3948_002,"I want to try to respect his rules, OK?",9,A2,104,False,
3948,212338,Meet the Parents,2000,Comedy,3948_003,"I will see you guys after lunch, all right?",9,A2,104,False,
3949,180093,Requiem for a Dream,2000,Drama,3949_001,"Ma, what's the big deal about the red dress?",9,B1,104,False,
3949,180093,Requiem for a Dream,2000,Drama,3949_002,"Why you gotta make me feel so guilty, Ma?",9,A2,104,False,
3949,180093,Requiem for a Dream,2000,Drama,3949_003,When will I have time to hang with you?,9,A2,103,False,
3950,170691,Tigerland,2000,Drama,3950_001,"Wilson, looks like we're having roasted nuts tonight, huh?",9,B1,104,False,
3950,170691,Tigerland,2000,Drama,3950_002,So you're the new platoon guide for 2nd Platoon?,9,B1,103,False,
3950,170691,Tigerland,2000,Drama,3950_003,Why don't you get yourself out of the Army?,9,B1,103,False,
3956,160484,Lost Souls,2000,Drama,3956_001,"Could you just describe it to me, the scene?",9,A2,104,False,
3956,160484,Lost Souls,2000,Drama,3956_002,Are you sure your parents are your birth parents?,9,A2,103,False,
3956,160484,Lost Souls,2000,Drama,3956_003,Could you pull some prints off something for me?,9,B1,103,False,
3967,249462,Billy Elliot,2000,Drama,3967_001,"Mr Elliot, are you a fan of the ballet?",9,A2,104,False,
3967,249462,Billy Elliot,2000,Drama,3967_002,"Well, you wanna think about that, don't you, son?",9,A2,104,False,
3967,249462,Billy Elliot,2000,Drama,3967_003,Can you tell Billy Elliot that his family's here?,9,B1,103,False,
3968,230030,Bedazzled,2000,Comedy,3968_001,"Isn't she dating that guy, uh, uh, in research?",9,B1,104,False,
3968,230030,Bedazzled,2000,Comedy,3968_002,"Look, who's really making out on this deal here?",9,A2,104,False,
3968,230030,Bedazzled,2000,Comedy,3968_003,"No point in getting up too early, is there?",9,A2,104,False,
3969,223897,Pay It Forward,2000,Drama,3969_001,"After all, what does the world expect of us?",9,A2,104,False,
3969,223897,Pay It Forward,2000,Drama,3969_002,"And what will happen when he comes back, Trevor?",9,A2,104,False,
3969,223897,Pay It Forward,2000,Drama,3969_003,"My friend's coming in to take a shower, okay?",9,B1,104,False,
3973,229260,Book of Shadows: Blair Witch 2,2000,Crime,3973_001,"Am I gonna have a problem with you, too?",9,A2,104,False,
3973,229260,Book of Shadows: Blair Witch 2,2000,Crime,3973_002,"Because if people believe something enough, isn't it real?",9,B1,104,False,
3973,229260,Book of Shadows: Blair Witch 2,2000,Crime,3973_003,"Can you make it bigger, or slow it down?",9,A2,104,False,
3977,160127,Charlie's Angels,2000,Action,3977_001,"Is there any chance you'll be joining us, Charlie?",9,B1,104,False,
3977,160127,Charlie's Angels,2000,Action,3977_002,"Don't stand next to the window, it's not safe.",9,B1,101,False,
3977,160127,Charlie's Angels,2000,Action,3977_003,"Great work, Angels, but our job's only half-finished.",9,B1,101,False,
3978,146984,"Legend of Bagger Vance, The",2000,Drama,3978_001,"Hardy, can you share your room with Cara Mae?",9,B1,104,False,
3978,146984,"Legend of Bagger Vance, The",2000,Drama,3978_002,"They do put on a splendid show, don't they?",9,B1,104,False,
3978,146984,"Legend of Bagger Vance, The",2000,Drama,3978_003,How do you expect Junuh to hit the ball?,9,A2,103,False,
3979,185431,Little Nicky,2000,Comedy,3979_001,"And we get to keep the cash, too, right?",9,A2,104,False,
3979,185431,Little Nicky,2000,Comedy,3979_002,Can I wash my winky in your kitchen sinky?,9,A2,103,False,
3979,185431,Little Nicky,2000,Comedy,3979_003,Could I come with you to getting a gelati?,9,A2,103,False,
3980,203019,Men of Honor,2000,Drama,3980_001,"If I may ask, captain, how would you know?",9,A2,104,False,
3980,203019,Men of Honor,2000,Drama,3980_002,Are you familiar with the principle of Boyle's Law?,9,B1,103,False,
3980,203019,Men of Honor,2000,Drama,3980_003,You ever hear of the Search and Rescue Swimmers?,9,B1,103,False,
3981,199753,Red Planet,2000,Action,3981_001,Then what was the point of any of it?,9,A2,103,False,
3981,199753,Red Planet,2000,Action,3981_002,This mean you're pulling rank for the shower too?,9,B1,103,False,
3981,199753,Red Planet,2000,Action,3981_003,Up for a couple of turns around the campus?,9,A2,103,False,
3983,203230,You Can Count on Me,2000,Drama,3983_001,"I'll do my best So, how old's your son?",9,A2,104,False,
3983,203230,You Can Count on Me,2000,Drama,3983_002,"No Sorry Brian, get off my ass Excuse me?",9,B1,104,False,
3983,203230,You Can Count on Me,2000,Drama,3983_003,"Yeah I'm not really sure, what do you mean?",9,A2,104,False,
3986,216216,"6th Day, The",2000,Action,3986_001,"I'll get a car to take you home, okay?",9,A2,104,False,
3986,216216,"6th Day, The",2000,Action,3986_002,"You know what I'm gonna do for you, Griffin?",9,A2,104,False,
3986,216216,"6th Day, The",2000,Action,3986_003,Do you actually remember changing places with your friend?,9,B2,103,False,
3988,170016,How the Grinch Stole Christmas (a.k.a. The Grinch),2000,Children,3988_001,Do you remember The girl you used to know?,9,B1,103,False,
3988,170016,How the Grinch Stole Christmas (a.k.a. The Grinch),2000,Children,3988_002,Why do you have a bag on your head?,9,A2,103,False,
3988,170016,How the Grinch Stole Christmas (a.k.a. The Grinch),2000,Children,3988_003,You want to know what happens to your gifts?,9,A2,103,False,
3991,211181,102 Dalmatians,2000,Children,3991_001,"Ewan, can't you do a little better than that?",9,A2,104,False,
3991,211181,102 Dalmatians,2000,Children,3991_002,Can you imagine what Drooler would do with 8 million?,9,A2,103,False,
3991,211181,102 Dalmatians,2000,Children,3991_003,How many times you gonna fall for that one?,9,A2,103,False,
3992,213847,Malèna,2000,Drama,3992_001,"Can I screw your daughter, you deaf old fart?",9,B1,104,False,
3992,213847,Malèna,2000,Drama,3992_002,"Dentist or not, why haven't we seen her lately?",9,A2,104,False,
3992,213847,Malèna,2000,Drama,3992_003,"Professor, can I put my dick between Malena's tits?",9,B1,104,False,
3993,180073,Quills,2000,Drama,3993_001,"Do you know how I define idealism, Monsieur Delbene?",9,B1,104,False,
3993,180073,Quills,2000,Drama,3993_002,"Doctor, can I impart to you his cruelest trick?",9,B1,104,False,
