imdbId,n_lines,movieId,tmdbId,clean_title,year,genres,main_genre,avg_rating,rating_count,n_words,overview,poster_url,runtime,popularity,vote_average
134084,1549,3273,4234.0,Scream 3,2000,Comedy|Horror|Mystery|Thriller,Comedy,2.449003,8726,10741,"As bodies begin dropping around the Hollywood set of STAB 3, the third film based on the gruesome Woodsboro killings, Sidney and other survivors are once again terrorized by another Ghostface killer.",https://image.tmdb.org/t/p/w342/qpH8ToZVlFD1bakL04LkEKodyDI.jpg,116.0,11.9118,6.008
134847,898,3300,2787.0,Pitch Black,2000,Horror|Sci-Fi|Thriller,Horror,3.4679573,12062,5520,"When their ship crash-lands on a remote planet, the marooned passengers soon learn that escaped convict Riddick isn't the only thing they have to fear. Deadly creatures lurk in the shadows, waiting to attack in the dark, and the planet is rapidly plunging into the utter blackness of a total eclipse. With the body count rising, the doomed survivors are forced to turn to Riddick with his eerie eyes to guide them through the darkness to safety. With time running out, there's only one rule: Stay in the light.",https://image.tmdb.org/t/p/w342/3AnlxZ5CZnhKKzjgFyY6EHxmOyl.jpg,108.0,3.9695,6.871
138749,1200,3483,10501.0,"Road to El Dorado, The",2000,Animation|Children,Animation,3.3778205,4166,6053,"Stowing away after a failed con, a pair of swindlers end up on El Dorado, the fabled ""city of gold"", where they quickly get in over their heads when they are mistaken as gods by the inhabitants.",https://image.tmdb.org/t/p/w342/tQuqhUBACMcGqCvliHxpJreBfXC.jpg,90.0,10.6549,7.301
138946,1320,2769,19457.0,"Yards, The",2000,Crime|Drama,Crime,3.133129,815,8848,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",https://image.tmdb.org/t/p/w342/AtwXtU8CDWvVADgOwRkOSRZFPWI.jpg,115.0,3.2558,6.2
141926,989,3555,3536.0,U-571,2000,Action|Thriller|War,Action,3.3497534,9125,6432,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.",https://image.tmdb.org/t/p/w342/7lc7jXmjQmITnfUBX7nN4kxKKbI.jpg,116.0,4.7024,6.549
144084,1219,3535,1359.0,American Psycho,2000,Crime|Horror|Mystery|Thriller,Crime,3.686344,19244,8521,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",https://image.tmdb.org/t/p/w342/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg,102.0,19.1732,7.401
144528,1692,3821,12107.0,Nutty Professor II: The Klumps,2000,Comedy,Comedy,2.2000225,4452,12419,"The hilarity begins when professor Sherman Klump finds romance with fellow DNA specialist, Denise Gaines, and discovers a brilliant formula that reverses aging. But Sherman's thin and obnoxious alter ego, Buddy Love, wants out...and a big piece of the action. And when Buddy gets loose, things get seriously nutty.",https://image.tmdb.org/t/p/w342/v8gI95Eio7kAjixyqYHxNKmJTmm.jpg,107.0,3.4587,5.016
144964,840,3889,12211.0,Highlander: Endgame (Highlander IV),2000,Action|Adventure|Fantasy,Action,2.4560766,1514,4339,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",https://image.tmdb.org/t/p/w342/u7kIXMyagqcek2SaS9svfPTTGVT.jpg,87.0,3.6985,4.8
146984,1216,3978,4958.0,"Legend of Bagger Vance, The",2000,Drama|Romance,Drama,3.1898937,3760,8612,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",https://image.tmdb.org/t/p/w342/7jKjh9PZvHJYYtCycQmTbBoZVV4.jpg,126.0,2.7157,6.607
149624,1141,4031,21355.0,All the Pretty Horses,2000,Drama|Romance|Western,Drama,2.9016395,1159,6510,"The year is 1949. A young Texan named John Grady finds himself without a home after his mother sells the ranch where he has spent his entire life. Lured south of the border by the romance of cowboy life and the promise of a fresh start, Cole and his pal embark on an adventure that will test their resilience, define their maturity, and change their lives forever.",https://image.tmdb.org/t/p/w342/6E4E7wYXw1DE2321F2hVNryLSk7.jpg,117.0,2.8376,5.7
160009,931,3879,11398.0,"Art of War, The",2000,Action|Thriller,Action,2.9100175,1717,6593,"Neil Shaw is both agent and weapon - a critical line of defense for the Secretary General of the United Nations. He does not even officially exist. As an international security expert, he must uncover an international plot in which ruthless terrorists threatened to bring down the United Nations on the eve of an historic summit with China. A mysterious chain of events leads to the murder of the Chinese U.N. Ambassador, and the terrorists frame Neil Shaw, the one man they believe can stop them. Accused of the crime, Shaw goes underground — in effect, vanishing from his own life — as he tries to stop what could become World War III.",https://image.tmdb.org/t/p/w342/9fbStI2ht3gMgsVRusqoBDWeK9c.jpg,117.0,3.9892,5.692
160127,891,3977,4327.0,Charlie's Angels,2000,Action|Comedy,Action,2.7453306,23022,4870,"The captivating crime-fighting trio who are masters of disguise, espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy, the Angels, aided by their loyal sidekick Bosley, set out to bring down the bad guys. But when a terrible secret is revealed, it makes the Angels targets for assassination.",https://image.tmdb.org/t/p/w342/paDTaHGLxhacythNZCT86VPanm6.jpg,98.0,13.4951,5.85
160484,780,3956,10383.0,Lost Souls,2000,Drama|Horror|Thriller,Drama,2.381203,665,4699,"A young woman becomes aware of a conspiracy to enable the Devil to walk the Earth in human form. To defeat the prophesy, she must convince a respected New York crime journalist, who is devoid of faith, that he is in fact the target of the conspiracy.",https://image.tmdb.org/t/p/w342/9DOq3KqGrNbqa3z5M8iDJ2wuaxJ.jpg,97.0,1.7744,5.066
160797,1290,3513,10479.0,Rules of Engagement,2000,Drama|Thriller,Drama,3.296916,3048,10404,A Marine Colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the American embassy in Yemen.,https://image.tmdb.org/t/p/w342/38iMM0sHOqNz315ApF9bEjT4rFA.jpg,127.0,5.0247,6.241
161081,1014,3798,2655.0,What Lies Beneath,2000,Drama|Horror|Mystery,Drama,3.2137525,8304,5471,Norman and Claire Spencer are a seemingly happily married couple who uncover a terrible secret… a secret so disturbing it threatens to destroy them.,https://image.tmdb.org/t/p/w342/2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg,130.0,9.1613,6.438
162222,730,4022,8358.0,Cast Away,2000,Drama,Drama,3.685078,33648,4782,"Chuck Noland, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",https://image.tmdb.org/t/p/w342/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg,143.0,12.847,7.667
162650,1261,3744,479.0,Shaft,2000,Action|Crime|Thriller,Action,2.9571323,5482,7500,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",https://image.tmdb.org/t/p/w342/5ncvnNPaN73cOqD4muE413sSOyY.jpg,99.0,4.0482,6.022
163978,1178,3285,1907.0,"Beach, The",2000,Adventure|Drama,Adventure,3.1060076,8589,7361,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",https://image.tmdb.org/t/p/w342/4y7LxD8TSi6AtsM2xSYqUm1gu7u.jpg,119.0,6.0159,6.484
163983,1426,3857,10391.0,Bless the Child,2000,Thriller,Thriller,2.6052325,860,7492,"When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter she has always longed for. But six years later Jenna suddenly re-enters her life and, with her mysterious new husband, Eric Stark, abducts Cody. Despite the fact that Maggie has no legal rights to Cody, FBI agent John Travis takes up her cause when he realizes that Cody shares the same birth date as several other recently murdered children.",https://image.tmdb.org/t/p/w342/s1RGEF8xIA6ecF8W4do8CaWI0yE.jpg,107.0,2.9055,5.36
164052,1183,3826,9383.0,Hollow Man,2000,Horror|Sci-Fi|Thriller,Horror,2.558735,9628,6399,"Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.",https://image.tmdb.org/t/p/w342/sd3qUIv5uoP2oTbqv66CzXSPjKG.jpg,112.0,8.4314,5.971
164212,1190,3906,10562.0,Under Suspicion,2000,Crime|Thriller,Crime,3.1835663,572,8421,"A lawyer is asked to come to the police station to clear up a few loose ends in his witness report of a foul murder. ""This will only take ten minutes"", they say, but it turns out to be one loose end after another, and the ten minutes he is away from his speech become longer and longer.",https://image.tmdb.org/t/p/w342/2snkCKKthT5S8Ua0aMZkeaXkmBi.jpg,110.0,4.1103,6.109
165929,1010,3452,2085.0,Romeo Must Die,2000,Action|Crime|Romance|Thriller,Action,3.0187058,5533,5760,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California docks. Hang Sing and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead... or worse!",https://image.tmdb.org/t/p/w342/zKrnaTWW63y4Q1XLrdZQyQmcRWd.jpg,115.0,5.4358,6.286
168629,1420,3910,16.0,Dancer in the Dark,2000,Drama|Musical,Drama,3.8470066,5278,8072,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, dreaming up little numbers to the rhythmic beats of her surroundings.",https://image.tmdb.org/t/p/w342/pWzOfTJRZHPNO1VNrMnNFqRcJwg.jpg,140.0,5.7162,7.834
170016,1047,3988,8871.0,How the Grinch Stole Christmas (a.k.a. The Grinch),2000,Children|Comedy|Fantasy,Children,2.9022753,10064,6290,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,https://image.tmdb.org/t/p/w342/1WZbbPApEivA421gCOluuzMMKCk.jpg,105.0,8.9951,6.782
170691,1498,3950,10687.0,Tigerland,2000,Drama,Drama,3.5184944,1541,8688,"A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971.",https://image.tmdb.org/t/p/w342/pnFdCvxxL44sPLkKEIJCUaIZa7M.jpg,101.0,1.9899,6.569
171433,2555,3536,4967.0,Keeping the Faith,2000,Comedy|Drama|Romance,Comedy,3.3993852,4880,17284,"Best friends since they were kids, Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly, once their childhood friend and now grown into a beautiful corporate executive, suddenly returns to the city, she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues.",https://image.tmdb.org/t/p/w342/9NF199FTvHr9ggqdBTVbPhF1MGk.jpg,127.0,3.2201,6.109
171580,1589,3893,10480.0,Nurse Betty,2000,Comedy|Crime|Drama|Romance|Thriller,Comedy,3.1569045,5395,11745,"What happens when a person decides that life is merely a state of mind? If you're Betty, a small-town waitress and soap opera fan from Fair Oaks, Kansas, you refuse to believe that you can't be with the love of your life just because he doesn't really exist. After all, life is no excuse for not living. Traumatized by a savage event, Betty enters into a fugue state that allows -- even encourages -- her to keep functioning... in a kind of alternate reality.",https://image.tmdb.org/t/p/w342/1OCHR9z9k7go669AsShOkTj4CFb.jpg,108.0,2.8144,6.068
172495,1326,3578,98.0,Gladiator,2000,Action|Adventure|Drama,Action,3.9697196,60749,8032,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",https://image.tmdb.org/t/p/w342/wN2xWp1eIwCKOD0BHTcErTBv1Uq.jpg,155.0,41.3154,8.23
174480,1095,3824,10641.0,Autumn in New York,2000,Drama|Romance,Drama,2.4276764,1756,6078,"Will Keane, a Manhattan restaurateur, is content with his playboy lifestyle until he meets Charlotte Fielding, a free-spirited young woman. Together the pair pursue a passionate affair that forces them both to reevaluate what they want out of life, even as fate threatens to steal away their future.",https://image.tmdb.org/t/p/w342/avtPZ5vGvFugnY0NK8d3Przx6P7.jpg,103.0,3.6476,6.134
175142,1747,3785,4247.0,Scary Movie,2000,Comedy|Horror,Comedy,2.736462,15309,9050,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",https://image.tmdb.org/t/p/w342/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,88.0,16.2567,6.427
177858,795,27178,3716.0,In July (Im Juli),2000,Comedy|Romance,Comedy,3.8528302,265,4437,"Daniel’s drab existence as a physics teacher takes an adventurous turn when he falls in love with a Turkish girl named Melek. He spontaneously decides to follow her to Instanbul by car. On the road across Europe, he picks up his free-spirited friend Juli, who is secretly in love with him.",https://image.tmdb.org/t/p/w342/4OHEgTFNy6G0rkPEOKD2tM6VBwY.jpg,96.0,1.3156,7.2
177971,1325,3755,2133.0,"Perfect Storm, The",2000,Drama|Thriller,Drama,3.086319,14319,7216,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail.",https://image.tmdb.org/t/p/w342/vJPoxqgpfFNbGi0HyoNsjFeLCio.jpg,130.0,8.1128,6.488
180073,1378,3993,10876.0,Quills,2000,Drama|Romance,Drama,3.522291,3230,7959,"In early 19th-century France, the Marquis de Sade is confined to an asylum where his forbidden writings continue to circulate beyond its walls. As the authorities tighten control, a clash unfolds between the Marquis’ unyielding imagination, the reformist ideals of the Abbé in charge, and the repressive measures of a doctor sent to silence him. Desire, power, and censorship collide in a battle over freedom of expression.",https://image.tmdb.org/t/p/w342/AvGdw3BpvJV2wHmK2qY0N7XHqET.jpg,124.0,4.6232,7.153
180093,995,3949,641.0,Requiem for a Dream,2000,Drama,Drama,3.9891784,30402,6347,The drug-induced utopias of four Coney Island residents are shattered when their addictions run deep.,https://image.tmdb.org/t/p/w342/9BTwsLaMVHOGFlmsSlx5QYCaXb.jpg,102.0,8.1321,8.008
181199,817,176171,18098.0,Arabian Nights,2000,Children|Drama|Fantasy,Children,3.0714285,14,6136,,,100.0,,
181536,1337,4019,711.0,Finding Forrester,2000,Drama,Drama,3.6677465,7872,9844,Gus Van Sant tells the story of a young African American man named Jamal who confronts his talents while living on the streets of the Bronx. He accidentally runs into an old writer named Forrester who discovers his passion for writing. With help from his new mentor Jamal receives a scholarship to a private school.,https://image.tmdb.org/t/p/w342/chd9bCGNYtzDoJqGw5wUHlhrkOb.jpg,136.0,4.5822,7.126
181865,1454,4034,1900.0,Traffic,2000,Crime|Drama|Thriller,Crime,3.786918,21365,11307,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle.",https://image.tmdb.org/t/p/w342/jbccmnqE4oAPI67bApgt2JiRPz8.jpg,147.0,6.9164,7.086
181875,2205,3897,786.0,Almost Famous,2000,Drama,Drama,3.8223443,25738,12336,"In 1973, a precocious 15-year-old aspiring rock journalist lands a dream assignment from Rolling Stone to tour with a rising rock band, embarking on a coming-of-age journey as he discovers the exhilarating and heartbreaking realities behind rock stardom.",https://image.tmdb.org/t/p/w342/3rrkyLYbgLj84AYvjhdcJot4JPx.jpg,124.0,7.5783,7.5
181984,1899,3298,14181.0,Boiler Room,2000,Crime|Drama|Thriller,Crime,3.502873,5743,15428,A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,https://image.tmdb.org/t/p/w342/jFB5uvCZ3HXF00liAEAuOruCPs6.jpg,119.0,3.4387,6.708
183505,1215,3752,2123.0,"Me, Myself & Irene",2000,Adventure|Comedy,Adventure,2.9969327,13204,10374,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",https://image.tmdb.org/t/p/w342/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,117.0,7.9063,6.624
183523,1485,3354,2067.0,Mission to Mars,2000,Sci-Fi,Sci-Fi,2.6896942,8403,7887,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",https://image.tmdb.org/t/p/w342/cTKWoBpN5Gvi0vpMb9mLtYlwXqT.jpg,114.0,4.6131,6.038
183869,1217,27193,2332.0,Taxi 2,2000,Action|Comedy,Action,3.3263507,907,5241,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,https://image.tmdb.org/t/p/w342/z0js1eYtKxfw4RBxiTukO7q66Rf.jpg,82.0,4.2077,6.279
184858,1106,3316,2155.0,Reindeer Games,2000,Action|Thriller,Action,2.659909,2861,8206,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",https://image.tmdb.org/t/p/w342/8y1PedfYWllJVoBbkt9KWLY155v.jpg,104.0,3.3705,5.705
184894,1126,3624,8584.0,Shanghai Noon,2000,Action|Adventure|Comedy|Western,Action,3.2539995,12189,6600,"Chon Wang, a clumsy imperial guard, trails Princess Pei Pei when she's kidnapped from the Forbidden City and transported to America. Wang follows her captors to Nevada, where he teams up with an unlikely partner, outcast outlaw Roy O'Bannon, and tries to spring the princess from her imprisonment.",https://image.tmdb.org/t/p/w342/b0WwWRcDiDahkah5vZ0KjB4N9ZZ.jpg,110.0,5.1333,6.418
185014,1341,3317,11004.0,Wonder Boys,2000,Comedy|Drama,Comedy,3.697559,7866,9342,Grady is a 50-ish English professor who hasn't had a thing published in years—not since he wrote his award winning 'Great American Novel' 7 years ago. This weekend proves even worse than he could imagine as he finds himself reeling from one misadventure to another in the company of a new wonder boy author.,https://image.tmdb.org/t/p/w342/5yvQe06HPNII2eZCJWTeMwqLWvR.jpg,107.0,2.6727,6.823
185431,1161,3979,9678.0,Little Nicky,2000,Comedy,Comedy,2.4559493,5278,7474,"After the lord of darkness decides he will not cede his throne to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",https://image.tmdb.org/t/p/w342/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg,90.0,4.7517,5.836
186151,1331,3510,10559.0,Frequency,2000,Drama|Thriller,Drama,3.5505152,10581,8552,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",https://image.tmdb.org/t/p/w342/eu3Hrjj271dnBdNAF0HqfmwWASt.jpg,118.0,4.9644,7.3
186566,1452,3827,5551.0,Space Cowboys,2000,Action|Adventure|Comedy|Sci-Fi,Action,3.0867488,6905,9987,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the US Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",https://image.tmdb.org/t/p/w342/hPzt1bbA1sUDQOl6Vujmyz2hjLN.jpg,130.0,4.0325,6.389
187078,1538,3717,9679.0,Gone in 60 Seconds,2000,Action|Crime,Action,3.1036992,14706,11053,"Ex-car thief Randall Raines is forced out of retirement to save his brother Kip after a boost gone wrong. With the help of allies old and new, they race to meet the demands of notorious crime boss Raymond Calitri as the police are in hot pursuit.",https://image.tmdb.org/t/p/w342/fToQDmkBtiXYGh9xfgAh3gpo6GZ.jpg,118.0,9.8305,6.472
187393,1260,3753,2024.0,"Patriot, The",2000,Action|Drama|War,Action,3.4605196,19744,7285,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",https://image.tmdb.org/t/p/w342/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,165.0,9.2272,7.208
189998,820,4036,10873.0,Shadow of the Vampire,2000,Drama|Horror,Drama,3.4177794,2846,5309,"Director F.W. Murnau makes a Faustian pact with a vampire to get him to star in his 1922 film ""Nosferatu.""",https://image.tmdb.org/t/p/w342/nWm7DWi8X4D87XkM5qr9BhTJHq6.jpg,95.0,2.3631,6.657
190138,1185,3301,2069.0,"Whole Nine Yards, The",2000,Comedy|Crime,Comedy,3.3503842,9892,7664,"After a mobster agrees to cooperate with an FBI investigation in order to stay out of prison, he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbours figure out his true identity and come knocking to see if he'd be up for one more hit—suburban style.",https://image.tmdb.org/t/p/w342/rDV7ntPLY0ZDBT722Odsi80nFrn.jpg,98.0,6.7706,6.466
190332,1024,3996,146.0,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000,Action|Drama|Romance,Action,3.8389711,35090,5806,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",https://image.tmdb.org/t/p/w342/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,120.0,7.2283,7.438
